Child 2 (PID=34555): Processing movie-100k_2.txt
Child 1 (PID=34554): Processing movie-100k_1.txt
MovieID: 1	 Rating Count: 452	 Average Rating: 3.88
MovieID: 463	 Rating Count: 71	 Average Rating: 3.86
MovieID: 464	 Rating Count: 27	 Average Rating: 3.59
MovieID: 465	 Rating Count: 85	 Average Rating: 3.56
MovieID: 466	 Rating Count: 52	 Average Rating: 3.60
MovieID: 467	 Rating Count: 48	 Average Rating: 3.79
MovieID: 468	 Rating Count: 64	 Average Rating: 3.31
MovieID: 469	 Rating Count: 67	 Average Rating: 3.78
MovieID: 470	 Rating Count: 108	 Average Rating: 3.67
MovieID: 471	 Rating Count: 221	 Average Rating: 3.61
MovieID: 472	 Rating Count: 158	 Average Rating: 3.08
MovieID: 473	 Rating Count: 126	 Average Rating: 3.13
MovieID: 474	 Rating Count: 194	 Average Rating: 4.25
MovieID: 475	 Rating Count: 250	 Average Rating: 3.88
MovieID: 476	 Rating Count: 160	 Average Rating: 3.02
MovieID: 477	 Rating Count: 95	 Average Rating: 3.21
MovieID: 478	 Rating Count: 104	 Average Rating: 4.12
MovieID: 479	 Rating Count: 179	 Average Rating: 4.25
MovieID: 480	 Rating Count: 179	 Average Rating: 4.28
MovieID: 481	 Rating Count: 63	 Average Rating: 3.94
MovieID: 482	 Rating Count: 128	 Average Rating: 3.98
MovieID: 483	 Rating Count: 243	 Average Rating: 4.46
MovieID: 484	 Rating Count: 138	 Average Rating: 4.21
MovieID: 485	 Rating Count: 125	 Average Rating: 3.82
MovieID: 486	 Rating Count: 64	 Average Rating: 3.80
MovieID: 487	 Rating Count: 68	 Average Rating: 4.10
MovieID: 488	 Rating Count: 65	 Average Rating: 4.20
MovieID: 489	 Rating Count: 52	 Average Rating: 4.12
MovieID: 490	 Rating Count: 50	 Average Rating: 4.02
MovieID: 491	 Rating Count: 67	 Average Rating: 3.79
MovieID: 492	 Rating Count: 59	 Average Rating: 3.86
MovieID: 493	 Rating Count: 60	 Average Rating: 4.15
MovieID: 494	 Rating Count: 56	 Average Rating: 4.00
MovieID: 495	 Rating Count: 59	 Average Rating: 3.66
MovieID: 496	 Rating Count: 231	 Average Rating: 4.12
MovieID: 497	 Rating Count: 68	 Average Rating: 3.84
MovieID: 498	 Rating Count: 152	 Average Rating: 4.18
MovieID: 499	 Rating Count: 62	 Average Rating: 3.95
MovieID: 500	 Rating Count: 31	 Average Rating: 3.90
MovieID: 501	 Rating Count: 123	 Average Rating: 3.50
MovieID: 502	 Rating Count: 57	 Average Rating: 3.70
MovieID: 503	 Rating Count: 39	 Average Rating: 3.64
MovieID: 504	 Rating Count: 122	 Average Rating: 3.82
MovieID: 505	 Rating Count: 68	 Average Rating: 4.00
MovieID: 506	 Rating Count: 90	 Average Rating: 3.86
MovieID: 507	 Rating Count: 98	 Average Rating: 3.82
MovieID: 508	 Rating Count: 215	 Average Rating: 3.60
MovieID: 509	 Rating Count: 121	 Average Rating: 3.85
MovieID: 510	 Rating Count: 121	 Average Rating: 3.94
MovieID: 511	 Rating Count: 173	 Average Rating: 4.23
MovieID: 512	 Rating Count: 57	 Average Rating: 4.00
MovieID: 513	 Rating Count: 72	 Average Rating: 4.33
MovieID: 514	 Rating Count: 180	 Average Rating: 3.91
MovieID: 515	 Rating Count: 201	 Average Rating: 4.20
MovieID: 516	 Rating Count: 63	 Average Rating: 3.97
MovieID: 517	 Rating Count: 91	 Average Rating: 3.77
MovieID: 518	 Rating Count: 89	 Average Rating: 3.65
MovieID: 519	 Rating Count: 80	 Average Rating: 4.10
MovieID: 520	 Rating Count: 124	 Average Rating: 4.10
MovieID: 521	 Rating Count: 120	 Average Rating: 3.83
MovieID: 522	 Rating Count: 35	 Average Rating: 3.77
MovieID: 523	 Rating Count: 164	 Average Rating: 3.99
MovieID: 524	 Rating Count: 46	 Average Rating: 4.02
MovieID: 525	 Rating Count: 73	 Average Rating: 4.03
MovieID: 526	 Rating Count: 124	 Average Rating: 3.83
MovieID: 527	 Rating Count: 195	 Average Rating: 4.02
MovieID: 528	 Rating Count: 121	 Average Rating: 4.13
MovieID: 529	 Rating Count: 93	 Average Rating: 3.98
MovieID: 530	 Rating Count: 80	 Average Rating: 4.03
MovieID: 531	 Rating Count: 129	 Average Rating: 3.92
MovieID: 532	 Rating Count: 22	 Average Rating: 3.32
MovieID: 533	 Rating Count: 15	 Average Rating: 3.67
MovieID: 534	 Rating Count: 13	 Average Rating: 3.31
MovieID: 535	 Rating Count: 54	 Average Rating: 3.17
MovieID: 536	 Rating Count: 10	 Average Rating: 3.30
MovieID: 537	 Rating Count: 30	 Average Rating: 3.63
MovieID: 538	 Rating Count: 66	 Average Rating: 3.42
MovieID: 539	 Rating Count: 44	 Average Rating: 2.48
MovieID: 540	 Rating Count: 43	 Average Rating: 2.51
MovieID: 541	 Rating Count: 49	 Average Rating: 2.88
MovieID: 542	 Rating Count: 51	 Average Rating: 2.53
MovieID: 543	 Rating Count: 21	 Average Rating: 3.62
MovieID: 544	 Rating Count: 71	 Average Rating: 3.15
MovieID: 545	 Rating Count: 12	 Average Rating: 1.83
MovieID: 546	 Rating Count: 254	 Average Rating: 3.03
MovieID: 547	 Rating Count: 41	 Average Rating: 3.34
MovieID: 548	 Rating Count: 12	 Average Rating: 2.17
MovieID: 549	 Rating Count: 92	 Average Rating: 3.57
MovieID: 550	 Rating Count: 151	 Average Rating: 3.28
MovieID: 551	 Rating Count: 24	 Average Rating: 2.42
MovieID: 552	 Rating Count: 45	 Average Rating: 2.87
MovieID: 553	 Rating Count: 63	 Average Rating: 3.29
MovieID: 554	 Rating Count: 102	 Average Rating: 2.80
MovieID: 555	 Rating Count: 10	 Average Rating: 2.00
MovieID: 556	 Rating Count: 12	 Average Rating: 2.50
MovieID: 557	 Rating Count: 17	 Average Rating: 3.12
MovieID: 558	 Rating Count: 70	 Average Rating: 3.67
MovieID: 559	 Rating Count: 137	 Average Rating: 3.18
MovieID: 560	 Rating Count: 22	 Average Rating: 2.73
MovieID: 561	 Rating Count: 59	 Average Rating: 3.07
MovieID: 562	 Rating Count: 48	 Average Rating: 3.21
MovieID: 563	 Rating Count: 29	 Average Rating: 2.41
MovieID: 564	 Rating Count: 27	 Average Rating: 2.04
MovieID: 565	 Rating Count: 22	 Average Rating: 2.68
MovieID: 566	 Rating Count: 179	 Average Rating: 3.57
MovieID: 567	 Rating Count: 35	 Average Rating: 2.80
MovieID: 568	 Rating Count: 230	 Average Rating: 3.65
MovieID: 569	 Rating Count: 67	 Average Rating: 2.70
MovieID: 570	 Rating Count: 50	 Average Rating: 3.10
MovieID: 571	 Rating Count: 28	 Average Rating: 2.50
MovieID: 572	 Rating Count: 29	 Average Rating: 2.76
MovieID: 573	 Rating Count: 33	 Average Rating: 2.94
MovieID: 574	 Rating Count: 15	 Average Rating: 2.20
MovieID: 575	 Rating Count: 44	 Average Rating: 2.55
MovieID: 576	 Rating Count: 93	 Average Rating: 3.02
MovieID: 577	 Rating Count: 41	 Average Rating: 2.22
MovieID: 578	 Rating Count: 92	 Average Rating: 3.15
MovieID: 579	 Rating Count: 19	 Average Rating: 2.63
MovieID: 580	 Rating Count: 32	 Average Rating: 3.38
MovieID: 581	 Rating Count: 59	 Average Rating: 3.22
MovieID: 582	 Rating Count: 168	 Average Rating: 3.60
MovieID: 583	 Rating Count: 37	 Average Rating: 3.00
MovieID: 584	 Rating Count: 79	 Average Rating: 3.54
MovieID: 585	 Rating Count: 39	 Average Rating: 2.49
MovieID: 586	 Rating Count: 34	 Average Rating: 2.68
MovieID: 587	 Rating Count: 14	 Average Rating: 3.57
MovieID: 588	 Rating Count: 202	 Average Rating: 3.79
MovieID: 589	 Rating Count: 43	 Average Rating: 4.02
MovieID: 590	 Rating Count: 18	 Average Rating: 2.00
MovieID: 591	 Rating Count: 178	 Average Rating: 3.60
MovieID: 592	 Rating Count: 9	 Average Rating: 3.33
MovieID: 593	 Rating Count: 12	 Average Rating: 3.17
MovieID: 594	 Rating Count: 5	 Average Rating: 2.40
MovieID: 595	 Rating Count: 64	 Average Rating: 3.09
MovieID: 596	 Rating Count: 127	 Average Rating: 3.38
MovieID: 597	 Rating Count: 206	 Average Rating: 3.15
MovieID: 598	 Rating Count: 4	 Average Rating: 2.25
MovieID: 599	 Rating Count: 1	 Average Rating: 1.00
MovieID: 600	 Rating Count: 2	 Average Rating: 3.00
MovieID: 601	 Rating Count: 20	 Average Rating: 4.00
MovieID: 602	 Rating Count: 50	 Average Rating: 3.70
MovieID: 603	 Rating Count: 209	 Average Rating: 4.39
MovieID: 604	 Rating Count: 81	 Average Rating: 4.01
MovieID: 605	 Rating Count: 31	 Average Rating: 3.35
MovieID: 606	 Rating Count: 66	 Average Rating: 4.05
MovieID: 607	 Rating Count: 66	 Average Rating: 3.97
MovieID: 608	 Rating Count: 30	 Average Rating: 3.93
MovieID: 609	 Rating Count: 60	 Average Rating: 3.58
MovieID: 610	 Rating Count: 41	 Average Rating: 3.66
MovieID: 611	 Rating Count: 40	 Average Rating: 4.10
MovieID: 612	 Rating Count: 34	 Average Rating: 3.94
MovieID: 613	 Rating Count: 27	 Average Rating: 4.04
MovieID: 614	 Rating Count: 51	 Average Rating: 3.75
MovieID: 615	 Rating Count: 59	 Average Rating: 4.05
MovieID: 616	 Rating Count: 64	 Average Rating: 3.42
MovieID: 617	 Rating Count: 18	 Average Rating: 3.78
MovieID: 618	 Rating Count: 18	 Average Rating: 3.61
MovieID: 619	 Rating Count: 64	 Average Rating: 3.17
MovieID: 620	 Rating Count: 43	 Average Rating: 3.09
MovieID: 621	 Rating Count: 11	 Average Rating: 2.91
MovieID: 622	 Rating Count: 39	 Average Rating: 3.36
MovieID: 623	 Rating Count: 39	 Average Rating: 2.92
MovieID: 624	 Rating Count: 22	 Average Rating: 3.27
MovieID: 625	 Rating Count: 82	 Average Rating: 3.33
MovieID: 626	 Rating Count: 4	 Average Rating: 3.25
MovieID: 627	 Rating Count: 75	 Average Rating: 3.23
MovieID: 628	 Rating Count: 169	 Average Rating: 3.51
MovieID: 629	 Rating Count: 77	 Average Rating: 3.34
MovieID: 630	 Rating Count: 31	 Average Rating: 3.29
MovieID: 631	 Rating Count: 119	 Average Rating: 3.62
MovieID: 632	 Rating Count: 58	 Average Rating: 3.90
MovieID: 633	 Rating Count: 69	 Average Rating: 4.06
MovieID: 634	 Rating Count: 24	 Average Rating: 3.75
MovieID: 635	 Rating Count: 23	 Average Rating: 2.74
MovieID: 636	 Rating Count: 91	 Average Rating: 3.24
MovieID: 637	 Rating Count: 38	 Average Rating: 3.03
MovieID: 638	 Rating Count: 44	 Average Rating: 3.77
MovieID: 639	 Rating Count: 40	 Average Rating: 3.70
MovieID: 640	 Rating Count: 82	 Average Rating: 3.02
MovieID: 641	 Rating Count: 33	 Average Rating: 4.21
MovieID: 642	 Rating Count: 89	 Average Rating: 3.48
MovieID: 643	 Rating Count: 4	 Average Rating: 3.00
MovieID: 644	 Rating Count: 35	 Average Rating: 3.77
MovieID: 645	 Rating Count: 27	 Average Rating: 3.81
MovieID: 646	 Rating Count: 38	 Average Rating: 3.87
MovieID: 647	 Rating Count: 70	 Average Rating: 4.10
MovieID: 648	 Rating Count: 67	 Average Rating: 4.03
MovieID: 649	 Rating Count: 50	 Average Rating: 3.40
MovieID: 650	 Rating Count: 72	 Average Rating: 3.54
MovieID: 651	 Rating Count: 171	 Average Rating: 4.08
MovieID: 652	 Rating Count: 90	 Average Rating: 3.89
MovieID: 653	 Rating Count: 34	 Average Rating: 3.91
MovieID: 654	 Rating Count: 147	 Average Rating: 4.14
MovieID: 655	 Rating Count: 227	 Average Rating: 3.88
MovieID: 656	 Rating Count: 44	 Average Rating: 4.00
MovieID: 657	 Rating Count: 131	 Average Rating: 4.26
MovieID: 658	 Rating Count: 79	 Average Rating: 3.42
MovieID: 659	 Rating Count: 115	 Average Rating: 4.08
MovieID: 660	 Rating Count: 153	 Average Rating: 3.76
MovieID: 661	 Rating Count: 88	 Average Rating: 4.10
MovieID: 662	 Rating Count: 82	 Average Rating: 3.43
MovieID: 663	 Rating Count: 116	 Average Rating: 3.91
MovieID: 664	 Rating Count: 46	 Average Rating: 3.54
MovieID: 665	 Rating Count: 100	 Average Rating: 2.83
MovieID: 666	 Rating Count: 5	 Average Rating: 2.40
MovieID: 667	 Rating Count: 12	 Average Rating: 2.17
MovieID: 668	 Rating Count: 6	 Average Rating: 2.17
MovieID: 669	 Rating Count: 13	 Average Rating: 1.62
MovieID: 670	 Rating Count: 36	 Average Rating: 3.00
MovieID: 671	 Rating Count: 46	 Average Rating: 3.61
MovieID: 672	 Rating Count: 65	 Average Rating: 2.72
MovieID: 673	 Rating Count: 86	 Average Rating: 3.52
MovieID: 674	 Rating Count: 48	 Average Rating: 2.90
MovieID: 675	 Rating Count: 54	 Average Rating: 3.56
MovieID: 676	 Rating Count: 77	 Average Rating: 3.34
MovieID: 677	 Rating Count: 1	 Average Rating: 3.00
MovieID: 678	 Rating Count: 219	 Average Rating: 2.81
MovieID: 679	 Rating Count: 107	 Average Rating: 3.05
MovieID: 680	 Rating Count: 34	 Average Rating: 2.56
MovieID: 681	 Rating Count: 27	 Average Rating: 2.44
MovieID: 682	 Rating Count: 100	 Average Rating: 3.06
MovieID: 683	 Rating Count: 49	 Average Rating: 2.41
MovieID: 684	 Rating Count: 169	 Average Rating: 3.79
MovieID: 685	 Rating Count: 157	 Average Rating: 3.36
MovieID: 686	 Rating Count: 50	 Average Rating: 3.68
MovieID: 687	 Rating Count: 69	 Average Rating: 2.19
MovieID: 688	 Rating Count: 44	 Average Rating: 1.84
MovieID: 689	 Rating Count: 87	 Average Rating: 3.15
MovieID: 690	 Rating Count: 155	 Average Rating: 3.46
MovieID: 691	 Rating Count: 16	 Average Rating: 3.50
MovieID: 692	 Rating Count: 164	 Average Rating: 3.63
MovieID: 693	 Rating Count: 91	 Average Rating: 3.65
MovieID: 694	 Rating Count: 44	 Average Rating: 4.05
MovieID: 695	 Rating Count: 13	 Average Rating: 2.92
MovieID: 696	 Rating Count: 79	 Average Rating: 3.14
MovieID: 697	 Rating Count: 40	 Average Rating: 3.42
MovieID: 698	 Rating Count: 10	 Average Rating: 3.00
MovieID: 699	 Rating Count: 102	 Average Rating: 3.68
MovieID: 700	 Rating Count: 15	 Average Rating: 2.60
MovieID: 701	 Rating Count: 10	 Average Rating: 4.00
MovieID: 702	 Rating Count: 53	 Average Rating: 3.02
MovieID: 703	 Rating Count: 19	 Average Rating: 3.58
MovieID: 704	 Rating Count: 24	 Average Rating: 3.04
MovieID: 705	 Rating Count: 137	 Average Rating: 3.99
MovieID: 706	 Rating Count: 6	 Average Rating: 2.67
MovieID: 707	 Rating Count: 70	 Average Rating: 3.93
MovieID: 708	 Rating Count: 101	 Average Rating: 3.48
MovieID: 709	 Rating Count: 104	 Average Rating: 4.03
MovieID: 710	 Rating Count: 79	 Average Rating: 3.57
MovieID: 711	 Rating Count: 1	 Average Rating: 4.00
MovieID: 712	 Rating Count: 51	 Average Rating: 3.08
MovieID: 713	 Rating Count: 72	 Average Rating: 3.61
MovieID: 714	 Rating Count: 13	 Average Rating: 3.23
MovieID: 715	 Rating Count: 87	 Average Rating: 3.28
MovieID: 716	 Rating Count: 58	 Average Rating: 3.16
MovieID: 717	 Rating Count: 82	 Average Rating: 2.82
MovieID: 718	 Rating Count: 16	 Average Rating: 3.69
MovieID: 719	 Rating Count: 29	 Average Rating: 2.41
MovieID: 720	 Rating Count: 86	 Average Rating: 3.02
MovieID: 721	 Rating Count: 54	 Average Rating: 3.44
MovieID: 722	 Rating Count: 58	 Average Rating: 2.93
MovieID: 723	 Rating Count: 34	 Average Rating: 3.15
MovieID: 724	 Rating Count: 76	 Average Rating: 3.49
MovieID: 725	 Rating Count: 16	 Average Rating: 2.75
MovieID: 726	 Rating Count: 14	 Average Rating: 2.43
MovieID: 727	 Rating Count: 63	 Average Rating: 3.46
MovieID: 728	 Rating Count: 45	 Average Rating: 3.02
MovieID: 729	 Rating Count: 81	 Average Rating: 3.48
MovieID: 730	 Rating Count: 24	 Average Rating: 3.50
MovieID: 731	 Rating Count: 39	 Average Rating: 3.15
MovieID: 732	 Rating Count: 180	 Average Rating: 3.65
MovieID: 733	 Rating Count: 15	 Average Rating: 3.20
MovieID: 734	 Rating Count: 27	 Average Rating: 2.52
MovieID: 735	 Rating Count: 137	 Average Rating: 3.85
MovieID: 736	 Rating Count: 78	 Average Rating: 3.94
MovieID: 737	 Rating Count: 59	 Average Rating: 2.98
MovieID: 738	 Rating Count: 31	 Average Rating: 2.84
MovieID: 739	 Rating Count: 164	 Average Rating: 3.32
MovieID: 740	 Rating Count: 63	 Average Rating: 3.48
MovieID: 741	 Rating Count: 58	 Average Rating: 3.45
MovieID: 742	 Rating Count: 267	 Average Rating: 3.64
MovieID: 743	 Rating Count: 39	 Average Rating: 1.95
MovieID: 744	 Rating Count: 92	 Average Rating: 3.46
MovieID: 745	 Rating Count: 16	 Average Rating: 3.88
MovieID: 746	 Rating Count: 119	 Average Rating: 3.66
MovieID: 747	 Rating Count: 102	 Average Rating: 3.46
MovieID: 748	 Rating Count: 316	 Average Rating: 3.12
MovieID: 749	 Rating Count: 51	 Average Rating: 3.18
MovieID: 750	 Rating Count: 124	 Average Rating: 3.85
MovieID: 751	 Rating Count: 180	 Average Rating: 3.43
MovieID: 752	 Rating Count: 39	 Average Rating: 3.31
MovieID: 753	 Rating Count: 24	 Average Rating: 3.71
MovieID: 754	 Rating Count: 57	 Average Rating: 3.39
MovieID: 755	 Rating Count: 96	 Average Rating: 3.31
MovieID: 756	 Rating Count: 128	 Average Rating: 2.90
MovieID: 757	 Rating Count: 4	 Average Rating: 2.75
MovieID: 758	 Rating Count: 21	 Average Rating: 1.71
MovieID: 759	 Rating Count: 11	 Average Rating: 2.18
MovieID: 760	 Rating Count: 46	 Average Rating: 2.65
MovieID: 761	 Rating Count: 44	 Average Rating: 3.05
MovieID: 762	 Rating Count: 115	 Average Rating: 3.39
MovieID: 763	 Rating Count: 149	 Average Rating: 3.39
MovieID: 764	 Rating Count: 29	 Average Rating: 2.76
MovieID: 765	 Rating Count: 32	 Average Rating: 2.81
MovieID: 766	 Rating Count: 9	 Average Rating: 3.11
MovieID: 767	 Rating Count: 11	 Average Rating: 2.18
MovieID: 768	 Rating Count: 52	 Average Rating: 3.08
MovieID: 769	 Rating Count: 42	 Average Rating: 2.45
MovieID: 770	 Rating Count: 57	 Average Rating: 3.39
MovieID: 771	 Rating Count: 41	 Average Rating: 2.63
MovieID: 772	 Rating Count: 49	 Average Rating: 3.06
MovieID: 773	 Rating Count: 17	 Average Rating: 2.94
MovieID: 774	 Rating Count: 32	 Average Rating: 2.94
MovieID: 775	 Rating Count: 26	 Average Rating: 2.77
MovieID: 776	 Rating Count: 9	 Average Rating: 3.22
MovieID: 777	 Rating Count: 4	 Average Rating: 1.25
MovieID: 778	 Rating Count: 76	 Average Rating: 3.55
MovieID: 779	 Rating Count: 31	 Average Rating: 2.55
MovieID: 780	 Rating Count: 69	 Average Rating: 3.00
MovieID: 781	 Rating Count: 84	 Average Rating: 3.33
MovieID: 782	 Rating Count: 10	 Average Rating: 2.60
MovieID: 783	 Rating Count: 37	 Average Rating: 2.73
MovieID: 784	 Rating Count: 2	 Average Rating: 1.00
MovieID: 785	 Rating Count: 39	 Average Rating: 3.15
MovieID: 786	 Rating Count: 14	 Average Rating: 2.64
MovieID: 787	 Rating Count: 13	 Average Rating: 3.23
MovieID: 788	 Rating Count: 3	 Average Rating: 1.67
MovieID: 789	 Rating Count: 47	 Average Rating: 3.57
MovieID: 790	 Rating Count: 66	 Average Rating: 2.91
MovieID: 791	 Rating Count: 10	 Average Rating: 2.50
MovieID: 792	 Rating Count: 86	 Average Rating: 3.72
MovieID: 793	 Rating Count: 10	 Average Rating: 3.50
MovieID: 794	 Rating Count: 46	 Average Rating: 3.65
MovieID: 795	 Rating Count: 21	 Average Rating: 2.43
MovieID: 796	 Rating Count: 36	 Average Rating: 3.08
MovieID: 797	 Rating Count: 31	 Average Rating: 3.10
MovieID: 798	 Rating Count: 9	 Average Rating: 2.22
MovieID: 799	 Rating Count: 5	 Average Rating: 3.20
MovieID: 800	 Rating Count: 26	 Average Rating: 2.88
MovieID: 801	 Rating Count: 16	 Average Rating: 2.81
MovieID: 802	 Rating Count: 40	 Average Rating: 2.70
MovieID: 803	 Rating Count: 9	 Average Rating: 2.56
MovieID: 804	 Rating Count: 8	 Average Rating: 2.88
MovieID: 805	 Rating Count: 27	 Average Rating: 3.63
MovieID: 806	 Rating Count: 50	 Average Rating: 3.46
MovieID: 807	 Rating Count: 9	 Average Rating: 2.78
MovieID: 808	 Rating Count: 31	 Average Rating: 2.84
MovieID: 809	 Rating Count: 43	 Average Rating: 2.91
MovieID: 810	 Rating Count: 45	 Average Rating: 2.89
MovieID: 811	 Rating Count: 18	 Average Rating: 3.94
MovieID: 812	 Rating Count: 18	 Average Rating: 3.11
MovieID: 813	 Rating Count: 56	 Average Rating: 3.89
MovieID: 814	 Rating Count: 1	 Average Rating: 5.00
MovieID: 815	 Rating Count: 112	 Average Rating: 3.23
MovieID: 816	 Rating Count: 21	 Average Rating: 2.43
MovieID: 817	 Rating Count: 3	 Average Rating: 2.67
MovieID: 818	 Rating Count: 25	 Average Rating: 2.76
MovieID: 819	 Rating Count: 40	 Average Rating: 2.70
MovieID: 820	 Rating Count: 93	 Average Rating: 2.77
MovieID: 821	 Rating Count: 22	 Average Rating: 3.05
MovieID: 822	 Rating Count: 4	 Average Rating: 3.00
MovieID: 823	 Rating Count: 82	 Average Rating: 2.88
MovieID: 824	 Rating Count: 49	 Average Rating: 2.76
MovieID: 825	 Rating Count: 83	 Average Rating: 3.04
MovieID: 826	 Rating Count: 80	 Average Rating: 2.58
MovieID: 827	 Rating Count: 57	 Average Rating: 2.77
MovieID: 828	 Rating Count: 13	 Average Rating: 2.69
MovieID: 829	 Rating Count: 34	 Average Rating: 2.65
MovieID: 830	 Rating Count: 1	 Average Rating: 1.00
MovieID: 831	 Rating Count: 91	 Average Rating: 2.46
MovieID: 832	 Rating Count: 22	 Average Rating: 2.55
MovieID: 833	 Rating Count: 49	 Average Rating: 3.20
MovieID: 834	 Rating Count: 25	 Average Rating: 2.20
MovieID: 835	 Rating Count: 15	 Average Rating: 3.87
MovieID: 836	 Rating Count: 26	 Average Rating: 3.77
MovieID: 837	 Rating Count: 25	 Average Rating: 3.92
MovieID: 838	 Rating Count: 4	 Average Rating: 2.75
MovieID: 839	 Rating Count: 4	 Average Rating: 2.50
MovieID: 840	 Rating Count: 53	 Average Rating: 2.66
MovieID: 841	 Rating Count: 48	 Average Rating: 2.75
MovieID: 842	 Rating Count: 27	 Average Rating: 3.15
MovieID: 843	 Rating Count: 30	 Average Rating: 3.00
MovieID: 844	 Rating Count: 42	 Average Rating: 3.36
MovieID: 845	 Rating Count: 176	 Average Rating: 3.47
MovieID: 846	 Rating Count: 44	 Average Rating: 3.07
MovieID: 847	 Rating Count: 55	 Average Rating: 3.73
MovieID: 848	 Rating Count: 9	 Average Rating: 3.56
MovieID: 849	 Rating Count: 53	 Average Rating: 2.72
MovieID: 850	 Rating Count: 4	 Average Rating: 4.00
MovieID: 851	 Rating Count: 4	 Average Rating: 3.75
MovieID: 852	 Rating Count: 1	 Average Rating: 1.00
MovieID: 853	 Rating Count: 14	 Average Rating: 3.86
MovieID: 854	 Rating Count: 16	 Average Rating: 3.38
MovieID: 855	 Rating Count: 66	 Average Rating: 3.73
MovieID: 856	 Rating Count: 36	 Average Rating: 3.83
MovieID: 857	 Rating Count: 1	 Average Rating: 3.00
MovieID: 858	 Rating Count: 3	 Average Rating: 1.00
MovieID: 859	 Rating Count: 15	 Average Rating: 2.67
MovieID: 860	 Rating Count: 16	 Average Rating: 2.25
MovieID: 861	 Rating Count: 3	 Average Rating: 2.33
MovieID: 862	 Rating Count: 18	 Average Rating: 2.11
MovieID: 863	 Rating Count: 24	 Average Rating: 3.92
MovieID: 864	 Rating Count: 86	 Average Rating: 3.16
MovieID: 865	 Rating Count: 21	 Average Rating: 3.48
MovieID: 866	 Rating Count: 119	 Average Rating: 3.32
MovieID: 867	 Rating Count: 6	 Average Rating: 4.00
MovieID: 868	 Rating Count: 5	 Average Rating: 3.80
MovieID: 869	 Rating Count: 24	 Average Rating: 3.00
MovieID: 870	 Rating Count: 9	 Average Rating: 2.78
MovieID: 871	 Rating Count: 75	 Average Rating: 2.40
MovieID: 872	 Rating Count: 42	 Average Rating: 3.10
MovieID: 873	 Rating Count: 81	 Average Rating: 2.96
MovieID: 874	 Rating Count: 39	 Average Rating: 3.26
MovieID: 875	 Rating Count: 53	 Average Rating: 2.74
MovieID: 876	 Rating Count: 47	 Average Rating: 2.70
MovieID: 877	 Rating Count: 52	 Average Rating: 2.54
MovieID: 878	 Rating Count: 33	 Average Rating: 2.52
MovieID: 879	 Rating Count: 136	 Average Rating: 3.27
MovieID: 880	 Rating Count: 59	 Average Rating: 3.17
MovieID: 881	 Rating Count: 45	 Average Rating: 2.93
MovieID: 882	 Rating Count: 34	 Average Rating: 3.29
MovieID: 883	 Rating Count: 13	 Average Rating: 3.23
MovieID: 884	 Rating Count: 7	 Average Rating: 3.29
MovieID: 885	 Rating Count: 13	 Average Rating: 2.23
MovieID: 886	 Rating Count: 53	 Average Rating: 3.08
MovieID: 887	 Rating Count: 64	 Average Rating: 3.61
MovieID: 888	 Rating Count: 15	 Average Rating: 3.47
MovieID: 889	 Rating Count: 13	 Average Rating: 3.38
MovieID: 890	 Rating Count: 43	 Average Rating: 1.95
MovieID: 891	 Rating Count: 6	 Average Rating: 2.67
MovieID: 892	 Rating Count: 53	 Average Rating: 2.75
MovieID: 893	 Rating Count: 14	 Average Rating: 2.43
MovieID: 894	 Rating Count: 19	 Average Rating: 1.89
MovieID: 895	 Rating Count: 106	 Average Rating: 3.22
MovieID: 896	 Rating Count: 44	 Average Rating: 3.77
MovieID: 897	 Rating Count: 2	 Average Rating: 1.50
MovieID: 898	 Rating Count: 58	 Average Rating: 3.22
MovieID: 899	 Rating Count: 9	 Average Rating: 3.44
MovieID: 900	 Rating Count: 42	 Average Rating: 3.69
MovieID: 901	 Rating Count: 12	 Average Rating: 1.92
MovieID: 902	 Rating Count: 42	 Average Rating: 3.83
MovieID: 903	 Rating Count: 18	 Average Rating: 3.11
MovieID: 904	 Rating Count: 20	 Average Rating: 3.45
MovieID: 905	 Rating Count: 27	 Average Rating: 3.22
MovieID: 906	 Rating Count: 21	 Average Rating: 3.19
MovieID: 907	 Rating Count: 2	 Average Rating: 2.00
MovieID: 908	 Rating Count: 20	 Average Rating: 2.50
MovieID: 909	 Rating Count: 13	 Average Rating: 3.77
MovieID: 910	 Rating Count: 4	 Average Rating: 2.00
MovieID: 911	 Rating Count: 4	 Average Rating: 2.50
MovieID: 912	 Rating Count: 9	 Average Rating: 3.00
MovieID: 913	 Rating Count: 2	 Average Rating: 2.50
MovieID: 914	 Rating Count: 11	 Average Rating: 2.73
MovieID: 915	 Rating Count: 13	 Average Rating: 3.92
MovieID: 916	 Rating Count: 18	 Average Rating: 3.17
MovieID: 917	 Rating Count: 7	 Average Rating: 3.43
MovieID: 918	 Rating Count: 8	 Average Rating: 3.00
MovieID: 919	 Rating Count: 96	 Average Rating: 3.79
MovieID: 920	 Rating Count: 5	 Average Rating: 2.20
MovieID: 921	 Rating Count: 46	 Average Rating: 3.98
MovieID: 922	 Rating Count: 34	 Average Rating: 3.82
MovieID: 923	 Rating Count: 58	 Average Rating: 4.16
MovieID: 924	 Rating Count: 85	 Average Rating: 3.40
MovieID: 925	 Rating Count: 34	 Average Rating: 3.32
